using device 0 NVIDIA GeForce RTX 3090
DEVICE: cuda
client_num: 1
tensor(0.4251, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0214, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0780, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0091, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0755, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0085, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0721, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0077, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0732, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0079, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0691, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0071, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0668, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0071, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0665, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0066, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0671, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0063, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0648, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0064, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0626, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0060, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0614, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0058, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0625, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0057, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0593, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0052, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0599, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0052, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0590, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0050, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0597, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0051, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0573, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0048, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0576, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0048, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0583, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0048, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0581, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0046, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0573, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0047, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0562, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0045, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0559, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0045, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0545, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0044, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0555, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0044, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0551, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0043, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.4333, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0269, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.3587, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0262, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2993, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0255, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2484, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0236, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2073, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0237, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1754, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0225, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1500, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0225, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1298, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0212, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1131, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0198, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1022, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0197, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0921, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0180, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0945, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0185, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0883, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0172, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0854, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0154, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0856, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0152, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0899, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0148, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0899, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0142, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0870, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0131, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0851, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0121, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0867, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0116, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0844, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0109, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0837, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0100, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0802, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0093, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0771, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0092, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0769, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0086, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0716, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0080, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0726, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0081, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0736, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0079, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0701, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0072, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0695, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0070, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0660, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0064, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0639, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0065, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0638, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0063, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0669, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0062, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0653, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0058, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0626, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0057, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0641, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0055, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0624, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0053, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0593, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0049, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0590, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0051, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0616, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0049, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0627, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0050, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0581, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0047, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0568, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0045, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0575, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0045, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0568, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0045, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0562, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0043, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0572, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0044, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0527, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0043, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0544, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0042, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.4277, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0269, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.3615, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0279, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2996, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0262, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2452, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0235, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.2111, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0257, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1792, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0244, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1461, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0213, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1260, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0214, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1139, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0205, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.1013, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0189, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0932, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0185, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0887, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0176, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0890, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0173, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0867, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0160, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0856, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0153, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0868, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0153, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0882, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0141, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0847, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0130, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0889, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0129, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0833, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0114, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0866, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0113, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0812, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0106, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0831, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0101, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0792, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0093, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0763, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0089, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0761, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0086, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0750, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0083, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0676, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0071, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0731, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0077, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0709, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0070, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0660, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0069, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0646, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0063, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0630, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0064, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0630, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0059, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0643, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0059, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0638, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0056, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0583, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0054, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0606, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0053, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0607, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0052, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0575, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0050, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0571, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0049, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0562, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0048, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0571, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0048, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0574, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0047, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0594, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0048, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0557, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0045, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0547, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0044, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0544, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0045, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0550, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0045, device='cuda:0', grad_fn=<MeanBackward0>)
tensor(0.0593, device='cuda:0', grad_fn=<DivBackward0>) tensor(0.0046, device='cuda:0', grad_fn=<MeanBackward0>)
第一阶段训练完成，用时: 5217.35秒
第二阶段：训练全局模型...
  0%|          | 0/300 [00:00<?, ?it/s]tensor(0.1560, dtype=torch.float64) 0.04210380622837371
tensor(0.1440, dtype=torch.float64) 0.036251748251748254
tensor(0.1000, dtype=torch.float64) 0.0613960441199673
tensor(0.1390, dtype=torch.float64) 0.09766593236714977
tensor(0.2000, dtype=torch.float64) 0.15396368458734705
tensor(0.2100, dtype=torch.float64) 0.15928577045628098
tensor(0.2740, dtype=torch.float64) 0.15211415282447321
tensor(0.2530, dtype=torch.float64) 0.13502988345906772
tensor(0.2500, dtype=torch.float64) 0.15334692513811243
tensor(0.2290, dtype=torch.float64) 0.1340308169676547
tensor(0.3460, dtype=torch.float64) 0.27664107799345267
tensor(0.3370, dtype=torch.float64) 0.2753036960784331
tensor(0.6140, dtype=torch.float64) 0.5838528003012647
tensor(0.5950, dtype=torch.float64) 0.5685431752021498
tensor(0.5580, dtype=torch.float64) 0.5192626416565059
tensor(0.5780, dtype=torch.float64) 0.5462990474988428
  3%|▎         | 8/300 [00:00<00:03, 73.16it/s]tensor(0.5740, dtype=torch.float64) 0.5446996895830686
tensor(0.5620, dtype=torch.float64) 0.5293358916315823
tensor(0.4600, dtype=torch.float64) 0.45807274174292817
tensor(0.4660, dtype=torch.float64) 0.4569617640764381
tensor(0.4720, dtype=torch.float64) 0.4791577762544277
tensor(0.4660, dtype=torch.float64) 0.4685023038968229
tensor(0.5340, dtype=torch.float64) 0.5454184577996853
tensor(0.5520, dtype=torch.float64) 0.5665009091347492
tensor(0.6380, dtype=torch.float64) 0.6473448998749438
tensor(0.6420, dtype=torch.float64) 0.6532320245552418
tensor(0.6140, dtype=torch.float64) 0.618619416555744
tensor(0.6610, dtype=torch.float64) 0.6678778351556677
tensor(0.5720, dtype=torch.float64) 0.5731697136958562
tensor(0.6320, dtype=torch.float64) 0.6365953711966663
tensor(0.5360, dtype=torch.float64) 0.5363536643439459
tensor(0.5790, dtype=torch.float64) 0.5837449905390596
  5%|▌         | 16/300 [00:00<00:04, 67.14it/s]tensor(0.5400, dtype=torch.float64) 0.538312161838787
tensor(0.5890, dtype=torch.float64) 0.593435985158831
tensor(0.5640, dtype=torch.float64) 0.5593239976574113
tensor(0.6180, dtype=torch.float64) 0.6217620741196513
tensor(0.6160, dtype=torch.float64) 0.6134652474034886
tensor(0.6530, dtype=torch.float64) 0.6555562947680577
tensor(0.6600, dtype=torch.float64) 0.6590521192420875
tensor(0.6830, dtype=torch.float64) 0.6845392656825956
tensor(0.6920, dtype=torch.float64) 0.6924263971081943
tensor(0.6950, dtype=torch.float64) 0.6973778787335206
tensor(0.6980, dtype=torch.float64) 0.7003700354140174
tensor(0.6840, dtype=torch.float64) 0.6889201572579357
tensor(0.6860, dtype=torch.float64) 0.6899189371734579
tensor(0.6780, dtype=torch.float64) 0.6836751029274102
  8%|▊         | 23/300 [00:00<00:04, 65.61it/s]tensor(0.6680, dtype=torch.float64) 0.6739397524243871
tensor(0.6760, dtype=torch.float64) 0.68244002915379
tensor(0.6580, dtype=torch.float64) 0.6656962214031138
tensor(0.6600, dtype=torch.float64) 0.6670328318503725
tensor(0.6400, dtype=torch.float64) 0.6505602941050022
tensor(0.6530, dtype=torch.float64) 0.6606284234058097
tensor(0.6240, dtype=torch.float64) 0.6360287842101402
tensor(0.6540, dtype=torch.float64) 0.6628591877639635
tensor(0.6280, dtype=torch.float64) 0.64122991450126
tensor(0.6560, dtype=torch.float64) 0.6657705512178237
tensor(0.6480, dtype=torch.float64) 0.6604703319629233
tensor(0.6620, dtype=torch.float64) 0.6710807543473631
tensor(0.6560, dtype=torch.float64) 0.6662586652849644
tensor(0.6740, dtype=torch.float64) 0.6808811313958442
 10%|█         | 30/300 [00:00<00:04, 64.29it/s]tensor(0.6700, dtype=torch.float64) 0.6760767254988789
tensor(0.6800, dtype=torch.float64) 0.685925623383593
tensor(0.6700, dtype=torch.float64) 0.6735106394062972
tensor(0.6900, dtype=torch.float64) 0.6942120994637841
tensor(0.6680, dtype=torch.float64) 0.6711780340173653
tensor(0.6910, dtype=torch.float64) 0.6942442951514987
tensor(0.6820, dtype=torch.float64) 0.6829017228749673
tensor(0.6900, dtype=torch.float64) 0.6919646348782602
tensor(0.6780, dtype=torch.float64) 0.6784483908134822
tensor(0.6890, dtype=torch.float64) 0.6899536041491626
tensor(0.6660, dtype=torch.float64) 0.6663027972178304
tensor(0.6950, dtype=torch.float64) 0.6956470593122045
tensor(0.6680, dtype=torch.float64) 0.6678733405234454
tensor(0.6910, dtype=torch.float64) 0.6912465295035808
 12%|█▏        | 37/300 [00:00<00:04, 64.06it/s]tensor(0.6700, dtype=torch.float64) 0.6693244776959074
tensor(0.6870, dtype=torch.float64) 0.6878363573639258
tensor(0.6640, dtype=torch.float64) 0.6626088384922948
tensor(0.6830, dtype=torch.float64) 0.6835464048279221
tensor(0.6580, dtype=torch.float64) 0.656422308036405
tensor(0.6790, dtype=torch.float64) 0.6798062252179659
tensor(0.6580, dtype=torch.float64) 0.6572207369067328
tensor(0.6810, dtype=torch.float64) 0.6817784267530275
tensor(0.6560, dtype=torch.float64) 0.6551507407486131
tensor(0.6820, dtype=torch.float64) 0.6831877827982515
tensor(0.6560, dtype=torch.float64) 0.6550642062304997
tensor(0.6810, dtype=torch.float64) 0.6826157791301304
tensor(0.6600, dtype=torch.float64) 0.6591988756072376
tensor(0.6810, dtype=torch.float64) 0.6825166292854657
 15%|█▍        | 44/300 [00:00<00:04, 63.94it/s]tensor(0.6600, dtype=torch.float64) 0.6591988756072376
tensor(0.6800, dtype=torch.float64) 0.6815785699262444
tensor(0.6560, dtype=torch.float64) 0.6553749838345183
tensor(0.6810, dtype=torch.float64) 0.6825741963977033
tensor(0.6540, dtype=torch.float64) 0.6532755866567442
tensor(0.6810, dtype=torch.float64) 0.6825637075495014
tensor(0.6540, dtype=torch.float64) 0.6532755866567442
tensor(0.6820, dtype=torch.float64) 0.683845681220096
tensor(0.6540, dtype=torch.float64) 0.6532755866567442
tensor(0.6850, dtype=torch.float64) 0.6867916247285261
tensor(0.6540, dtype=torch.float64) 0.6532873925929877
tensor(0.6830, dtype=torch.float64) 0.6846879255011388
tensor(0.6520, dtype=torch.float64) 0.6512620742209576
tensor(0.6820, dtype=torch.float64) 0.6836574579832344
 17%|█▋        | 51/300 [00:00<00:04, 52.89it/s]tensor(0.6560, dtype=torch.float64) 0.6549054779864891
tensor(0.6830, dtype=torch.float64) 0.6848894200391852
tensor(0.6540, dtype=torch.float64) 0.6520292136435692
tensor(0.6790, dtype=torch.float64) 0.6809825237750734
tensor(0.6520, dtype=torch.float64) 0.6507314619736615
tensor(0.6780, dtype=torch.float64) 0.6798207963664779
tensor(0.6500, dtype=torch.float64) 0.648525981608258
tensor(0.6740, dtype=torch.float64) 0.676063544772391
tensor(0.6500, dtype=torch.float64) 0.6490320803688325
tensor(0.6770, dtype=torch.float64) 0.6789517596631505
tensor(0.6520, dtype=torch.float64) 0.6507547366212051
tensor(0.6770, dtype=torch.float64) 0.6793154459297724
tensor(0.6520, dtype=torch.float64) 0.6507299049413349
tensor(0.6760, dtype=torch.float64) 0.6783583785452324
 19%|█▉        | 58/300 [00:00<00:04, 56.36it/s]tensor(0.6520, dtype=torch.float64) 0.6517554148802932
tensor(0.6780, dtype=torch.float64) 0.6803172637145369
tensor(0.6560, dtype=torch.float64) 0.6558618305684598
tensor(0.6800, dtype=torch.float64) 0.6822846762326293
tensor(0.6580, dtype=torch.float64) 0.6579120139257721
tensor(0.6800, dtype=torch.float64) 0.6824936547317895
tensor(0.6560, dtype=torch.float64) 0.6558192409481469
tensor(0.6790, dtype=torch.float64) 0.6812403106111945
tensor(0.6560, dtype=torch.float64) 0.6560755327388367
tensor(0.6830, dtype=torch.float64) 0.6855192598204113
tensor(0.6600, dtype=torch.float64) 0.6604709958770553
tensor(0.6850, dtype=torch.float64) 0.6880347672043599
tensor(0.6560, dtype=torch.float64) 0.6568127051955351
tensor(0.6860, dtype=torch.float64) 0.6891129570094673
 22%|██▏       | 65/300 [00:01<00:04, 58.46it/s]tensor(0.6600, dtype=torch.float64) 0.6615452813510522
tensor(0.6870, dtype=torch.float64) 0.6903850205156057
tensor(0.6600, dtype=torch.float64) 0.6616718865873286
tensor(0.6860, dtype=torch.float64) 0.6893281333319315
tensor(0.6600, dtype=torch.float64) 0.6616718865873286
tensor(0.6860, dtype=torch.float64) 0.689775220715526
tensor(0.6640, dtype=torch.float64) 0.6656294636309308
tensor(0.6850, dtype=torch.float64) 0.6889703243455124
tensor(0.6640, dtype=torch.float64) 0.6656294636309308
tensor(0.6840, dtype=torch.float64) 0.6878861919953931
tensor(0.6620, dtype=torch.float64) 0.6636695032868261
tensor(0.6880, dtype=torch.float64) 0.6916486643406672
tensor(0.6620, dtype=torch.float64) 0.6636695032868261
tensor(0.6870, dtype=torch.float64) 0.690893420054418
 24%|██▍       | 72/300 [00:01<00:03, 60.06it/s]tensor(0.6620, dtype=torch.float64) 0.6636695032868261
tensor(0.6880, dtype=torch.float64) 0.6919380338430733
tensor(0.6600, dtype=torch.float64) 0.6617694274460431
tensor(0.6900, dtype=torch.float64) 0.693821864011906
tensor(0.6620, dtype=torch.float64) 0.6638736070678314
tensor(0.6880, dtype=torch.float64) 0.6918491802917265
tensor(0.6620, dtype=torch.float64) 0.6641729972467963
tensor(0.6890, dtype=torch.float64) 0.6928406667834831
tensor(0.6640, dtype=torch.float64) 0.6660172943736518
tensor(0.6890, dtype=torch.float64) 0.6927658674726702
tensor(0.6640, dtype=torch.float64) 0.6660134621138162
tensor(0.6840, dtype=torch.float64) 0.6877634198108485
tensor(0.6640, dtype=torch.float64) 0.6661030872886596
tensor(0.6830, dtype=torch.float64) 0.6868844434387971
 26%|██▋       | 79/300 [00:01<00:03, 61.59it/s]tensor(0.6640, dtype=torch.float64) 0.6662556833837734
tensor(0.6810, dtype=torch.float64) 0.6851884336318175
tensor(0.6680, dtype=torch.float64) 0.6701034627751378
tensor(0.6790, dtype=torch.float64) 0.6835019852801691
tensor(0.6640, dtype=torch.float64) 0.6661767352507737
tensor(0.6800, dtype=torch.float64) 0.68441460284079
tensor(0.6640, dtype=torch.float64) 0.6664335135601837
tensor(0.6830, dtype=torch.float64) 0.6872262933266954
tensor(0.6620, dtype=torch.float64) 0.6645783934169279
tensor(0.6830, dtype=torch.float64) 0.6871554963672563
tensor(0.6640, dtype=torch.float64) 0.6660201682375596
tensor(0.6810, dtype=torch.float64) 0.6849746122486358
tensor(0.6580, dtype=torch.float64) 0.6602792622796352
tensor(0.6790, dtype=torch.float64) 0.6828679907709307
 29%|██▊       | 86/300 [00:01<00:03, 62.67it/s]tensor(0.6580, dtype=torch.float64) 0.6602487033648657
tensor(0.6810, dtype=torch.float64) 0.6847666277268365
tensor(0.6580, dtype=torch.float64) 0.6602487033648657
tensor(0.6820, dtype=torch.float64) 0.6857986021700229
tensor(0.6600, dtype=torch.float64) 0.6619297711134193
tensor(0.6810, dtype=torch.float64) 0.684668537019296
